complex_id,complex_nm,trains,station_ct,bcode,stop_lat,stop_lon,tot2007,tot2008,tot2009,tot2010,tot2011,tot2012,tot2013,tot2014,tot2015,tot2016,tot2017,avwkdy07,avwkdy08,avwkdy09,avwkdy10,avwkdy11,avwkdy12,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwken07,avwken08,avwken09,avwken10,avwken11,avwken12,avwken13,avwken14,avwken15,avwken16,avwken17,srv_notes,geometry
bx029,Castle Hill Av,6,1,36005,40.834255,-73.851222,2021224.0,2155897.0,2036025.0,2345255.0,2341370.0,2327404.0,1756879.0,1491030.0,2174412.0,2100194.0,2071819,6660.0,6969.0,6708.0,7617.0,7540.0,7567.0,5632.0,4938.0,7174.0,6895.0,6756,5989.0,6870.0,5944.0,7463.0,7832.0,7956.0,5918.0,4238.0,6317.0,6217.0,6487,x,POINT (-73.85122199999999 40.83425499999988)
bx030,Cypress Av,6,1,36005,40.805368,-73.914042,1037151.0,1136278.0,1082788.0,1158742.0,1142381.0,1097947.0,1186696.0,1226878.0,1228311.0,1265930.0,1230910,3358.0,3670.0,3574.0,3739.0,3701.0,3636.0,3842.0,3984.0,3974.0,4099.0,3972,3335.0,3625.0,3123.0,3787.0,3713.0,3445.0,3803.0,3870.0,3941.0,4015.0,4047,,POINT (-73.91404199999998 40.80536799999989)
bx031,East 143 St-St Mary's St,6,1,36005,40.808719,-73.907657,271886.0,264788.0,239458.0,256277.0,280840.0,285464.0,273895.0,279012.0,298462.0,313386.0,285667,931.0,899.0,831.0,871.0,941.0,973.0,911.0,927.0,989.0,1043.0,953,643.0,648.0,504.0,630.0,768.0,771.0,768.0,788.0,854.0,872.0,802,,POINT (-73.90765699999999 40.80871899999988)
bx032,East 149 St,6,1,36005,40.812118,-73.904098,1337401.0,1393227.0,1335234.0,1351873.0,1383455.0,1403118.0,1457795.0,1460311.0,1479241.0,1518946.0,1531045,4259.0,4386.0,4323.0,4226.0,4336.0,4486.0,4580.0,4619.0,4647.0,4861.0,4899,4629.0,4976.0,4245.0,5045.0,5173.0,5132.0,5340.0,5195.0,5402.0,5094.0,5236,,POINT (-73.90409799999999 40.81211799999988)
bx033,East 180 St,2 5,1,36005,40.841894,-73.873488,1824605.0,2041507.0,2049824.0,1852836.0,2164608.0,2098429.0,2152570.0,2445421.0,2368031.0,2518622.0,2589024,5948.0,6428.0,6341.0,5931.0,6518.0,6832.0,7003.0,7489.0,7587.0,7697.0,7691,5686.0,7356.0,8058.0,6332.0,9549.0,7154.0,6753.0,9919.0,8065.0,10226.0,11725,,POINT (-73.87348799999998 40.84189399999989)
bx034,Eastchester-Dyre Av,5,1,36005,40.8883,-73.830834,1146326.0,1251842.0,1186603.0,1258858.0,1309695.0,1366077.0,1441375.0,1380334.0,1330123.0,1293411.0,1261041,3930.0,4301.0,4189.0,4333.0,4603.0,4765.0,4948.0,4948.0,4845.0,4769.0,4647,2681.0,2798.0,2154.0,2860.0,2543.0,3212.0,3334.0,2193.0,1697.0,1377.0,1479,,POINT (-73.830834 40.88829999999989)
bx035,Elder Av,6,1,36005,40.828584,-73.879159,1999596.0,2077064.0,2050983.0,2864031.0,721362.0,1936349.0,2041453.0,2084044.0,2080228.0,2117178.0,2107677,6318.0,6480.0,6434.0,9042.0,2240.0,6161.0,6377.0,6496.0,6543.0,6642.0,6605,7141.0,7684.0,7514.0,10289.0,2675.0,7207.0,7638.0,7860.0,7534.0,7700.0,7840,x,POINT (-73.87915899999999 40.82858399999987)
bx036,Fordham Rd,4,1,36005,40.862803,-73.901034,3954572.0,3643168.0,3760364.0,3866249.0,3966339.0,3947625.0,3946955.0,3857749.0,3892140.0,3858183.0,3656367,12570.0,11511.0,11732.0,12080.0,12330.0,12560.0,12558.0,12231.0,11982.0,11957.0,11503,13849.0,12817.0,14165.0,14523.0,15418.0,14757.0,13711.0,13567.0,15423.0,14781.0,13431,,POINT (-73.90103399999998 40.86280299999986)
bx037,Fordham Rd,B D,1,36005,40.861296,-73.897749,3711150.0,3753128.0,3656618.0,3681362.0,3680312.0,3655007.0,3876601.0,4028205.0,3905346.0,3890986.0,3843008,11516.0,11576.0,11413.0,11454.0,11465.0,11521.0,11878.0,12363.0,12145.0,12208.0,12054,14341.0,14574.0,13741.0,14039.0,14161.0,14157.0,15697.0,16208.0,14902.0,14201.0,14314,,POINT (-73.89774899999999 40.86129599999989)
bx038,Freeman St,2 5,1,36005,40.829993,-73.891865,1043539.0,1150491.0,1204838.0,1332285.0,1348014.0,1393186.0,1486965.0,1517066.0,1492757.0,1588448.0,1556949,3313.0,3635.0,3812.0,4296.0,4382.0,4569.0,4762.0,4867.0,4899.0,5055.0,4984,3656.0,4038.0,4258.0,4379.0,4302.0,4540.0,4994.0,5044.0,4463.0,5434.0,5291,,POINT (-73.89186499999998 40.82999299999988)
bx039,Gun Hill Rd,2 5,1,36005,40.87785,-73.866256,1739590.0,1864323.0,1928697.0,2101823.0,2176939.0,2235325.0,2304780.0,2477798.0,2449555.0,2473814.0,2429804,5567.0,6005.0,6145.0,6717.0,7045.0,7212.0,7339.0,7752.0,7790.0,7714.0,7639,5918.0,6010.0,6642.0,7187.0,7100.0,7899.0,7985.0,9233.0,8528.0,9261.0,8954,,POINT (-73.86625599999999 40.87784999999989)
bx040,Gun Hill Rd,5,1,36005,40.869526,-73.846384,1753569.0,1817798.0,1675952.0,1713288.0,1683011.0,1757377.0,1792707.0,1716952.0,1639924.0,1619073.0,1555601,5828.0,6025.0,5770.0,5776.0,5794.0,5953.0,6002.0,6038.0,5880.0,5886.0,5654,4951.0,5083.0,3691.0,4433.0,3803.0,4910.0,4825.0,3240.0,2489.0,2079.0,2167,,POINT (-73.84638399999999 40.86952599999989)
bx041,Hunts Point Av,6,1,36005,40.820948,-73.890549,3132363.0,3255048.0,3244240.0,3248970.0,3191706.0,3204779.0,3158343.0,3138131.0,3305563.0,3269585.0,3243725,10242.0,10612.0,10512.0,10494.0,10316.0,10389.0,10144.0,10111.0,10484.0,10651.0,10646,9659.0,9951.0,10411.0,10609.0,10510.0,11168.0,10574.0,10352.0,11670.0,10136.0,9903,,POINT (-73.89054899999998 40.82094799999987)
bx042,Intervale Av,2 5,1,36005,40.822181,-73.896736,826760.0,870362.0,870466.0,908596.0,902216.0,937280.0,1048501.0,1095221.0,1039265.0,1061240.0,1045483,2640.0,2775.0,2785.0,2951.0,2974.0,3121.0,3420.0,3571.0,3472.0,3423.0,3377,2828.0,2940.0,2937.0,2908.0,2698.0,2853.0,3239.0,3388.0,2832.0,3435.0,3431,,POINT (-73.89673599999999 40.82218099999987)
bx043,Jackson Av,2 5,1,36005,40.81649,-73.907807,1527291.0,1600588.0,1558808.0,1624212.0,1573302.0,1520612.0,1686061.0,1753555.0,1731638.0,1802193.0,1794781,4860.0,5089.0,4961.0,5249.0,5110.0,5060.0,5432.0,5631.0,5705.0,5752.0,5766,5303.0,5455.0,5357.0,5272.0,5038.0,4578.0,5497.0,5780.0,5063.0,6071.0,6011,,POINT (-73.90780699999999 40.8164899999999)
bx044,Kingsbridge Rd,4,1,36005,40.86776,-73.897174,1557595.0,2754063.0,2892922.0,3037572.0,3169615.0,3173688.0,3198725.0,3149605.0,3171646.0,3126119.0,3024692,5049.0,8980.0,9320.0,9754.0,10153.0,10377.0,10431.0,10231.0,10107.0,9998.0,9783,4956.0,8382.0,9515.0,10229.0,10902.0,10587.0,9915.0,9927.0,10965.0,10531.0,9858,x,POINT (-73.89717399999999 40.86775999999988)
bx045,Kingsbridge Rd,B D,1,36005,40.866978,-73.893509,2677855.0,2475092.0,2337672.0,2285401.0,2275576.0,2255556.0,2390749.0,2562374.0,2530782.0,2566076.0,2589970,8502.0,7788.0,7417.0,7208.0,7189.0,7184.0,7422.0,7975.0,8006.0,8144.0,8237,9414.0,8857.0,8183.0,8248.0,8236.0,8373.0,9193.0,9756.0,8995.0,8903.0,9086,,POINT (-73.89350899999998 40.86697799999988)
bx046,Longwood Av,6,1,36005,40.816104,-73.896435,1031697.0,1042782.0,982290.0,1026772.0,1067960.0,1065764.0,1087990.0,1098022.0,1088970.0,1081519.0,1084049,3346.0,3352.0,3228.0,3273.0,3418.0,3476.0,3494.0,3531.0,3482.0,3517.0,3518,3300.0,3403.0,2906.0,3540.0,3659.0,3589.0,3635.0,3640.0,3692.0,3365.0,3487,,POINT (-73.89643499999998 40.81610399999986)
bx047,Middletown Rd,6,1,36005,40.843863,-73.836322,487759.0,526567.0,523950.0,546692.0,559746.0,566771.0,441950.0,661242.0,795762.0,598447.0,609861,1682.0,1796.0,1802.0,1883.0,1916.0,1969.0,1514.0,2273.0,2726.0,2066.0,2102,1099.0,1243.0,1195.0,1249.0,1346.0,1372.0,1039.0,1528.0,1879.0,1315.0,1403,x,POINT (-73.83632199999998 40.84386299999988)
bx048,Morris Park,5,1,36005,40.854364,-73.860495,550547.0,570262.0,524382.0,535823.0,554320.0,589170.0,631930.0,621945.0,629282.0,677899.0,685577,1885.0,1957.0,1873.0,1871.0,1966.0,2083.0,2210.0,2253.0,2319.0,2487.0,2527,1299.0,1291.0,848.0,1096.0,994.0,1255.0,1268.0,874.0,679.0,779.0,802,,POINT (-73.86049499999999 40.85436399999985)
bx049,Morrison Av-Soundview,6,1,36005,40.829521,-73.874516,1879569.0,2025425.0,1982168.0,730517.0,3028145.0,2057570.0,2096942.0,2125383.0,2097203.0,2135920.0,2125767,5956.0,6352.0,6225.0,2304.0,9603.0,6582.0,6588.0,6669.0,6628.0,6755.0,6742,6627.0,7339.0,7226.0,2560.0,10882.0,7494.0,7664.0,7810.0,7447.0,7520.0,7540,x,POINT (-73.87451599999999 40.82952099999987)
bx050,Mosholu Pkwy,4,1,36005,40.87975,-73.884655,2155241.0,2539286.0,2794992.0,2913786.0,2961522.0,2906150.0,2917501.0,2886764.0,2891451.0,2836370.0,2695090,7103.0,8468.0,9078.0,9439.0,9578.0,9596.0,9588.0,9459.0,9252.0,9135.0,8770,6368.0,6825.0,8843.0,9412.0,9738.0,9261.0,8681.0,8721.0,9816.0,9256.0,8527,x,POINT (-73.88465499999998 40.87974999999987)
bx051,Mt Eden Av,4,1,36005,40.844434,-73.914685,1538588.0,1607256.0,1766092.0,1843698.0,1814951.0,1818870.0,1848483.0,1824861.0,1844131.0,1824478.0,1708790,4937.0,5174.0,5615.0,5848.0,5748.0,5859.0,5995.0,5891.0,5817.0,5770.0,5512,5148.0,5184.0,6128.0,6495.0,6519.0,6444.0,5851.0,5899.0,6623.0,6435.0,5612,,POINT (-73.91468499999999 40.84443399999988)
bx052,Nereid Av,2 5,1,36005,40.898379,-73.854376,857763.0,929559.0,924584.0,1001851.0,1025004.0,1086227.0,1195804.0,1183733.0,1162973.0,1131328.0,1085289,2840.0,3107.0,3080.0,3307.0,3420.0,3603.0,3878.0,3850.0,3817.0,3753.0,3631,2478.0,2473.0,2557.0,2941.0,2849.0,3396.0,3841.0,3725.0,3501.0,3188.0,2933,,POINT (-73.85437599999999 40.89837899999989)
bx053,Norwood-205 St,D,1,36005,40.874811,-73.878855,2382795.0,2493009.0,2308963.0,2410949.0,2472094.0,2463462.0,2569581.0,2709761.0,2750124.0,2805984.0,2723506,7626.0,7869.0,7588.0,7602.0,7779.0,7872.0,8043.0,8466.0,8640.0,8897.0,8751,8087.0,8823.0,6792.0,8706.0,9120.0,9025.0,9562.0,10155.0,10070.0,9797.0,9127,,POINT (-73.87885499999999 40.87481099999987)
bx054,Parkchester,6,1,36005,40.833226,-73.860816,4605514.0,4720570.0,4691478.0,3944729.0,4851182.0,4687402.0,5215409.0,5586943.0,5224959.0,5201901.0,5071740,14708.0,15189.0,14978.0,12724.0,15516.0,15190.0,16614.0,17746.0,16572.0,16561.0,16310,15830.0,15370.0,16076.0,12886.0,16757.0,16260.0,18063.0,19613.0,18457.0,17932.0,17051,x,POINT (-73.860816 40.83322599999989)
bx055,Pelham Bay Park,6,1,36005,40.852462,-73.828121,1836334.0,1931973.0,1946139.0,1997392.0,2062525.0,2030215.0,2096130.0,2318533.0,2337689.0,2208725.0,2207720,6010.0,6262.0,6299.0,6538.0,6705.0,6688.0,6772.0,7442.0,7432.0,7213.0,7185,5584.0,6023.0,6193.0,6039.0,6571.0,6516.0,6804.0,7778.0,8134.0,6733.0,6991,,POINT (-73.82812099999998 40.85246199999988)
bx056,Pelham Pkwy,2 5,1,36005,40.857192,-73.867615,2313926.0,2514944.0,2585393.0,2703568.0,2701431.0,2882651.0,3028494.0,3084862.0,3066190.0,2955589.0,2849210,7373.0,8116.0,8287.0,8691.0,8850.0,9288.0,9614.0,9688.0,9774.0,9441.0,9173,8016.0,8048.0,8656.0,9007.0,8269.0,10246.0,10637.0,11322.0,10586.0,10022.0,9452,,POINT (-73.867615 40.85719199999988)
bx057,Pelham Pkwy,5,1,36005,40.858985,-73.855359,840151.0,870544.0,832968.0,883490.0,897433.0,923188.0,919689.0,907735.0,894727.0,897374.0,869177,2950.0,3054.0,3011.0,3139.0,3236.0,3314.0,3254.0,3304.0,3303.0,3332.0,3237,1648.0,1659.0,1196.0,1567.0,1361.0,1746.0,1673.0,1210.0,944.0,858.0,866,,POINT (-73.85535899999999 40.85898499999989)
bx058,Prospect Av,2 5,1,36005,40.819585,-73.90177,2208977.0,2335593.0,2282752.0,2326054.0,2209945.0,2125066.0,2311798.0,2445131.0,2394820.0,2513169.0,2413743,7064.0,7457.0,7291.0,7551.0,7212.0,7053.0,7424.0,7857.0,7908.0,8004.0,7704,7527.0,7853.0,7766.0,7440.0,6950.0,6521.0,7683.0,8085.0,6935.0,8587.0,8324,,POINT (-73.90176999999998 40.81958499999988)
bx059,Simpson St,2 5,1,36005,40.824073,-73.893064,2816132.0,2974529.0,2874093.0,3057192.0,2901513.0,2810789.0,3027856.0,3121036.0,3048014.0,3046838.0,2965807,8851.0,9375.0,9095.0,9815.0,9421.0,9243.0,9672.0,9948.0,9981.0,9680.0,9446,10322.0,10570.0,10148.0,10279.0,9372.0,9045.0,10310.0,10690.0,9234.0,10504.0,10334,,POINT (-73.89306399999998 40.82407299999986)
bx060,St Lawrence Av,6,1,36005,40.831509,-73.867618,1212190.0,1297041.0,1284770.0,1655340.0,463809.0,1212796.0,1280074.0,1315456.0,1320571.0,1329758.0,1334387,3810.0,4036.0,4016.0,5093.0,1427.0,3852.0,3995.0,4099.0,4185.0,4187.0,4196,4421.0,4852.0,4782.0,6624.0,1780.0,4537.0,4805.0,4970.0,4633.0,4776.0,4898,x,POINT (-73.86761799999998 40.83150899999987)
bx061,Tremont Av,B D,1,36005,40.85041,-73.905227,2769024.0,2811145.0,2702043.0,2709632.0,2772602.0,2791329.0,2952385.0,3130848.0,3155197.0,3213396.0,3154608,8767.0,8842.0,8542.0,8513.0,8767.0,8882.0,9157.0,9727.0,9980.0,10246.0,10055,9830.0,10074.0,9596.0,9896.0,9987.0,10412.0,11386.0,12001.0,11209.0,10921.0,10962,,POINT (-73.905227 40.85040999999986)
bx062,Van Cortlandt Park-242 St,1,1,36005,40.889248,-73.898583,1829242.0,1974147.0,1925846.0,1878788.0,1937333.0,2041551.0,2148667.0,2188428.0,2266986.0,2294482.0,2249314,5758.0,6184.0,6040.0,6148.0,6504.0,6641.0,6943.0,7107.0,7338.0,7431.0,7396,6673.0,7229.0,7098.0,5688.0,5173.0,6968.0,6966.0,6927.0,7302.0,7317.0,6865,,POINT (-73.89858299999999 40.88924799999987)
bx063,Wakefield-241 St,2,1,36005,40.903125,-73.85062,1272043.0,1344876.0,1340643.0,1471501.0,1560698.0,1603076.0,1528793.0,1669608.0,1654707.0,1662337.0,1578125,4002.0,4257.0,4212.0,4582.0,4955.0,5048.0,4825.0,5168.0,5186.0,5213.0,5129,4624.0,4667.0,4862.0,5553.0,5508.0,6195.0,5443.0,6451.0,6094.0,6069.0,5027,x,POINT (-73.85061999999999 40.90312499999988)
bx064,West Farms Sq-East Tremont Av,2 5,1,36005,40.840295,-73.880049,2266956.0,2366256.0,2314557.0,2520377.0,2391352.0,2428999.0,2514240.0,2567773.0,2437882.0,2465907.0,2388659,7050.0,7348.0,7270.0,8052.0,7749.0,7842.0,7979.0,8170.0,8010.0,7848.0,7657,8595.0,8884.0,8401.0,8673.0,7785.0,8494.0,8803.0,8875.0,7230.0,8447.0,8074,,POINT (-73.88004899999999 40.84029499999988)
bx065,Westchester Sq-East Tremont Av,6,1,36005,40.839892,-73.842952,1791258.0,1883509.0,1828155.0,1885522.0,1993343.0,1964525.0,2043649.0,2177402.0,2056555.0,1952473.0,1917007,6095.0,6322.0,6178.0,6359.0,6663.0,6663.0,6820.0,7351.0,6912.0,6635.0,6479,4425.0,4939.0,4686.0,4949.0,5557.0,5512.0,5674.0,5619.0,5464.0,4784.0,4999,,POINT (-73.84295199999998 40.83989199999986)
bx066,Whitlock Av,6,1,36005,40.826525,-73.886283,459855.0,475282.0,480146.0,163461.0,726747.0,524988.0,534489.0,543798.0,545079.0,571352.0,595385,1507.0,1524.0,1528.0,524.0,2342.0,1691.0,1685.0,1707.0,1737.0,1830.0,1905,1390.0,1568.0,1659.0,536.0,2422.0,1857.0,1933.0,2002.0,1864.0,1913.0,2035,x,POINT (-73.88628299999999 40.82652499999986)
bx067,Woodlawn,4,1,36005,40.886037,-73.878751,1963703.0,2051564.0,2194906.0,2379276.0,2494092.0,2417765.0,2423278.0,2375663.0,2418890.0,2380900.0,2242100,6318.0,6723.0,6980.0,7513.0,7852.0,7797.0,7776.0,7683.0,7637.0,7623.0,7260,6579.0,6066.0,7632.0,8589.0,9240.0,8577.0,8125.0,7686.0,8724.0,8010.0,7271,,POINT (-73.87875099999998 40.88603699999988)
bx068,Zerega Av,6,1,36005,40.836488,-73.847036,688598.0,736708.0,713198.0,759280.0,825755.0,849815.0,985388.0,599478.0,492883.0,784314.0,799739,2335.0,2455.0,2404.0,2539.0,2741.0,2849.0,3253.0,2012.0,1647.0,2629.0,2664,1738.0,2007.0,1842.0,2081.0,2380.0,2523.0,2885.0,1576.0,1327.0,2080.0,2253,x,POINT (-73.847036 40.83648799999987)
bk001,15 St-Prospect Park,F G,1,36047,40.660365,-73.979493,1848820.0,1849326.0,1844403.0,1922348.0,1449241.0,1852346.0,2005424.0,2017347.0,2011237.0,1958444.0,1917454,6006.0,6002.0,5977.0,6220.0,4725.0,6018.0,6448.0,6495.0,6385.0,6342.0,6272,5872.0,5763.0,5885.0,6219.0,4529.0,6358.0,6658.0,6651.0,7103.0,6272.0,5968,x,POINT (-73.97949299999999 40.66036499999986)
bk002,18 Av,D,1,36047,40.607954,-74.001736,1653638.0,1792316.0,1740190.0,1752952.0,1654305.0,1661770.0,1954729.0,1996205.0,1925239.0,2003777.0,1948610,5267.0,5667.0,5611.0,5699.0,5516.0,5544.0,6162.0,6326.0,6242.0,6413.0,6196,5731.0,6290.0,5656.0,5480.0,4498.0,4960.0,7057.0,7032.0,6073.0,6681.0,6807,x,POINT (-74.00173599999998 40.60795399999988)
bk003,18 Av,F,1,36047,40.629755,-73.976971,1288783.0,1311236.0,1258172.0,1287551.0,1306839.0,1294568.0,1313344.0,1277024.0,1392552.0,1344286.0,1281041,4127.0,4209.0,4008.0,4145.0,4205.0,4220.0,4204.0,4050.0,4458.0,4440.0,4318,4326.0,4267.0,4297.0,4193.0,4347.0,4328.0,4398.0,4465.0,4663.0,3787.0,3271,,POINT (-73.97697099999999 40.62975499999988)
bk004,18 Av,N,1,36047,40.620671,-73.990414,1451716.0,1614019.0,1717106.0,1676056.0,1828462.0,1819255.0,1641928.0,1775695.0,1784992.0,723187.0,992834,4686.0,5077.0,5227.0,5049.0,5469.0,5507.0,5092.0,5491.0,5502.0,2266.0,3107,4681.0,5738.0,7044.0,7151.0,8144.0,8083.0,6296.0,6865.0,6996.0,2602.0,3695,x,POINT (-73.99041399999999 40.62067099999989)
bk005,20 Av,D,1,36047,40.604556,-73.998168,1408668.0,1489652.0,1419604.0,1409313.0,1370001.0,1377648.0,1547029.0,1564060.0,1592525.0,1656437.0,1579804,4461.0,4680.0,4531.0,4517.0,4478.0,4556.0,4859.0,4930.0,5115.0,5268.0,5009,4999.0,5354.0,4832.0,4689.0,4197.0,4287.0,5658.0,5621.0,5252.0,5656.0,5584,,POINT (-73.99816799999999 40.60455599999988)
bk006,20 Av,N,1,36047,40.61741,-73.985026,1074076.0,1183329.0,1253690.0,1194973.0,1220065.0,1245145.0,1286961.0,1305487.0,1279525.0,409416.0,664120,3634.0,3923.0,4108.0,3903.0,4011.0,4091.0,4190.0,4277.0,4223.0,1348.0,2139,2714.0,3293.0,3794.0,3702.0,3682.0,4060.0,4026.0,3946.0,3701.0,1176.0,2194,x,POINT (-73.98502599999999 40.6174099999999)
bk007,25 Av,D,1,36047,40.597704,-73.986829,1354147.0,1404084.0,1329003.0,1328491.0,1266146.0,1206526.0,1421090.0,1488192.0,1508412.0,1992945.0,1789365,4272.0,4445.0,4304.0,4318.0,4220.0,4046.0,4607.0,4761.0,4886.0,6507.0,5790,4906.0,4919.0,4252.0,4186.0,3586.0,3530.0,4536.0,5053.0,4827.0,6064.0,5798,,POINT (-73.98682899999999 40.59770399999987)
bk008,25 St,R,1,36047,40.660397,-73.998091,1199657.0,1223561.0,1179455.0,1208827.0,1243737.0,1198226.0,1218842.0,1274939.0,1221949.0,1188884.0,1373521,3786.0,3859.0,3736.0,3812.0,3915.0,3820.0,3821.0,3959.0,3847.0,3788.0,4547,4331.0,4350.0,4182.0,4384.0,4597.0,4430.0,4500.0,4895.0,4434.0,4071.0,4012,,POINT (-73.99809099999999 40.66039699999989)
bk009,36 St,D N R,1,36047,40.655144,-74.003549,3344295.0,3567379.0,3444333.0,3567832.0,3659139.0,3772420.0,3826400.0,3970318.0,4138929.0,4235509.0,4543305,10578.0,11151.0,10852.0,11135.0,11411.0,11946.0,12059.0,12497.0,12810.0,13180.0,13894,12022.0,13234.0,12538.0,13595.0,14140.0,14459.0,13945.0,14553.0,16290.0,16191.0,18871,,POINT (-74.00354899999999 40.65514399999988)
bk010,4 Av /9 St,F G R,2,36047,40.670272,-73.989779,3220717.0,3433636.0,3494753.0,3672622.0,4020665.0,4300400.0,4210873.0,4120946.0,4199208.0,4138758.0,4323467,10205.0,10789.0,10895.0,11412.0,12479.0,13471.0,13156.0,12835.0,13126.0,13116.0,13962,11491.0,12467.0,13293.0,14257.0,15860.0,17155.0,15869.0,15711.0,15860.0,14654.0,14351,,POINT (-73.98977899999998 40.67027199999989)
bk011,45 St,R,1,36047,40.648939,-74.010006,2285612.0,2358187.0,2317470.0,2284356.0,2328141.0,2255877.0,2251217.0,2323521.0,2321241.0,2228315.0,2390684,7052.0,7303.0,7171.0,7059.0,7218.0,7070.0,6978.0,7208.0,7265.0,7055.0,7877,8996.0,8989.0,8983.0,8903.0,9108.0,8898.0,8689.0,8938.0,8620.0,7805.0,7054,,POINT (-74.01000599999999 40.64893899999986)
bk012,50 St,D,1,36047,40.63626,-73.994791,1002804.0,1008658.0,944314.0,942902.0,897609.0,941157.0,1021409.0,1009971.0,968612.0,1012356.0,986060,3269.0,3279.0,3130.0,3129.0,3008.0,3172.0,3308.0,3289.0,3220.0,3336.0,3236,3081.0,3072.0,2630.0,2623.0,2373.0,2648.0,3233.0,3102.0,2672.0,2902.0,2934,,POINT (-73.99479099999999 40.63625999999987)
bk013,53 St,R,1,36047,40.645069,-74.014034,2416483.0,2453450.0,2382707.0,2370851.0,2401105.0,2357449.0,2387370.0,2405353.0,2374338.0,2334471.0,1187907,7516.0,7648.0,7460.0,7423.0,7533.0,7476.0,7479.0,7512.0,7458.0,7386.0,3788,9226.0,9115.0,8827.0,8804.0,8957.0,8897.0,8842.0,9007.0,8678.0,8148.0,4009,x,POINT (-74.01403399999998 40.64506899999986)
bk014,55 St,D,1,36047,40.631435,-73.995476,622180.0,627136.0,577138.0,580913.0,586282.0,546080.0,601931.0,603320.0,595157.0,665488.0,632198,2018.0,2046.0,1925.0,1944.0,1983.0,1859.0,1964.0,1981.0,2002.0,2223.0,2106,1952.0,1870.0,1547.0,1525.0,1460.0,1445.0,1824.0,1767.0,1525.0,1758.0,1729,,POINT (-73.99547599999998 40.63143499999988)
bk015,59 St,N R,1,36047,40.641362,-74.017881,3705952.0,3833772.0,3736347.0,3867990.0,3819141.0,3848745.0,3968334.0,4094658.0,4158863.0,4169280.0,5326789,11586.0,12020.0,11756.0,11979.0,11999.0,12317.0,12506.0,12871.0,13048.0,13144.0,16759,13875.0,13937.0,13584.0,15083.0,14213.0,14029.0,14372.0,14966.0,15344.0,14917.0,19650,,POINT (-74.01788099999999 40.64136199999987)
bk016,7 Av,B Q,1,36047,40.67705,-73.972367,2919809.0,3071778.0,3014532.0,3064214.0,2953368.0,2824839.0,2905400.0,2932926.0,2980366.0,2943272.0,3236816,9093.0,9590.0,9568.0,9614.0,9615.0,9408.0,9389.0,9495.0,9641.0,9731.0,10270,11176.0,11461.0,10636.0,11485.0,9430.0,8739.0,9483.0,9492.0,9731.0,8581.0,11619,,POINT (-73.97236700000001 40.67704999999986)
bk017,7 Av,F G,1,36047,40.666271,-73.980305,3507448.0,3451277.0,3316537.0,3397045.0,3934545.0,3699471.0,3904986.0,3886594.0,3780126.0,3700321.0,3623053,10999.0,10903.0,10643.0,11018.0,12792.0,12118.0,12268.0,12242.0,12049.0,11897.0,11801,13074.0,12268.0,11139.0,10928.0,12705.0,12271.0,14456.0,14246.0,13202.0,12325.0,11570,,POINT (-73.98030499999999 40.66627099999986)
bk018,71 St,D,1,36047,40.619589,-73.998864,1384920.0,1434010.0,1308071.0,1332009.0,1115321.0,1191257.0,1446020.0,1481633.0,1487929.0,2029479.0,1854361,4378.0,4538.0,4270.0,4365.0,3740.0,4007.0,4538.0,4682.0,4802.0,6501.0,5905,4961.0,5023.0,4003.0,3986.0,2895.0,3398.0,5314.0,5271.0,4808.0,6732.0,6434,x,POINT (-73.99886399999998 40.61958899999987)
bk019,77 St,R,1,36047,40.629742,-74.02551,1503433.0,1584765.0,1539875.0,1545617.0,1579635.0,1600644.0,1645262.0,1711410.0,1723178.0,1743795.0,1980011,4960.0,5236.0,5080.0,5146.0,5228.0,5306.0,5353.0,5548.0,5608.0,5720.0,6746,4442.0,4539.0,4528.0,4336.0,4630.0,5040.0,5208.0,5509.0,5448.0,5247.0,4881,,POINT (-74.02550999999998 40.62974199999987)
bk020,79 St,D,1,36047,40.613501,-74.00061,1730863.0,1781752.0,1694385.0,1728820.0,1633616.0,1651785.0,1949861.0,2041896.0,2043471.0,2137349.0,2032937,5659.0,5775.0,5577.0,5733.0,5554.0,5612.0,6293.0,6617.0,6755.0,6973.0,6565,5322.0,5600.0,4986.0,4891.0,4075.0,4500.0,6358.0,6504.0,5856.0,6494.0,6630,,POINT (-74.00060999999998 40.61350099999986)
bk021,8 Av,N,1,36047,40.635064,-74.011719,2943759.0,3196930.0,3384130.0,3475890.0,3484429.0,3559576.0,3677764.0,3851372.0,3796909.0,4586559.0,4088721,8956.0,9594.0,9987.0,10215.0,10480.0,10613.0,10873.0,11341.0,11430.0,14201.0,12514,11986.0,13462.0,15232.0,15854.0,14903.0,16292.0,16484.0,17434.0,15960.0,17252.0,16278,,POINT (-74.011719 40.63506399999988)
bk022,86 St,N,1,36047,40.592721,-73.97823,619906.0,684815.0,736775.0,770621.0,796379.0,811332.0,801109.0,837472.0,859293.0,419039.0,494456,2016.0,2194.0,2307.0,2389.0,2491.0,2552.0,2515.0,2622.0,2718.0,1298.0,1534,1943.0,2250.0,2719.0,2973.0,3017.0,3159.0,2934.0,3090.0,3023.0,1578.0,1900,x,POINT (-73.97823 40.59272099999987)
