complex_id,complex_nm,trains,station_ct,bcode,stop_lat,stop_lon,tot2007,tot2008,tot2009,tot2010,tot2011,tot2012,tot2013,tot2014,tot2015,tot2016,tot2017,avwkdy07,avwkdy08,avwkdy09,avwkdy10,avwkdy11,avwkdy12,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwken07,avwken08,avwken09,avwken10,avwken11,avwken12,avwken13,avwken14,avwken15,avwken16,avwken17,srv_notes,geometry
bk023,86 St,R,1,36047,40.622687,-74.028398,3226321.0,3343893.0,3274415.0,3306164.0,3445470.0,3515085.0,3662602.0,3753132.0,3747601.0,3752400.0,3516712,10263.0,10659.0,10457.0,10710.0,11076.0,11313.0,11648.0,11920.0,11963.0,12078.0,11742,11318.0,11393.0,11244.0,10613.0,11655.0,12582.0,12819.0,13178.0,12889.0,12263.0,9662,,POINT (-74.028398 40.62268699999986)
bk024,9 Av,D,1,36047,40.646292,-73.994324,1861608.0,1968068.0,1873361.0,1863019.0,1681423.0,1668767.0,1896942.0,1938987.0,1843944.0,1858368.0,1737192,5815.0,6152.0,5945.0,5955.0,5533.0,5440.0,5857.0,6004.0,5856.0,5867.0,5471,6936.0,7188.0,6499.0,6250.0,4906.0,5531.0,7383.0,7466.0,6372.0,6541.0,6297,,POINT (-73.99432399999999 40.64629199999987)
bk025,Alabama Av,J,1,36047,40.676992,-73.898654,605337.0,675258.0,683329.0,712714.0,759581.0,772447.0,770075.0,784998.0,814578.0,834945.0,755935,1906.0,2119.0,2153.0,2271.0,2387.0,2464.0,2443.0,2448.0,2520.0,2585.0,2424,2189.0,2431.0,2453.0,2468.0,2818.0,2844.0,2687.0,2948.0,3163.0,3206.0,2540,,POINT (-73.89865399999998 40.67699199999988)
bk026,Atlantic Av-Barclays Ctr,B D N Q R 2 3 4 5,3,36047,40.684359,-73.977666,9643487.0,10121151.0,10039490.0,10478354.0,10726332.0,11526090.0,13122876.0,13617153.0,13690678.0,13818168.0,13571093,30224.0,31657.0,31408.0,32497.0,33160.0,35670.0,39871.0,41645.0,42231.0,42711.0,42095,35991.0,37407.0,37627.0,40722.0,42885.0,47970.0,54754.0,55601.0,54221.0,53638.0,53133,,POINT (-73.97766599999999 40.68435899999987)
bk027,Atlantic Av,L,1,36047,40.675345,-73.903097,339874.0,386672.0,395884.0,424208.0,427914.0,444960.0,482835.0,535041.0,422505.0,436300.0,557103,1144.0,1284.0,1319.0,1385.0,1440.0,1487.0,1580.0,1725.0,1384.0,1455.0,1821,884.0,1067.0,1082.0,1299.0,1124.0,1326.0,1474.0,1752.0,1267.0,1179.0,1728,x,POINT (-73.90309699999999 40.67534499999987)
bk028,Avenue H,Q,1,36047,40.62927,-73.961639,850208.0,887650.0,819739.0,662564.0,521818.0,823237.0,875106.0,896279.0,899662.0,952855.0,1006747,2695.0,2820.0,2697.0,2174.0,1724.0,2714.0,2861.0,2961.0,2994.0,3183.0,3329,3007.0,3045.0,2401.0,2016.0,1522.0,2632.0,2669.0,2584.0,2506.0,2590.0,2948,x,POINT (-73.96163899999999 40.62926999999988)
bk029,Avenue I,F,1,36047,40.625322,-73.976127,736191.0,741356.0,725876.0,708788.0,696851.0,684241.0,699582.0,696140.0,672710.0,585217.0,326469,2414.0,2422.0,2370.0,2328.0,2290.0,2284.0,2283.0,2250.0,2235.0,1962.0,1111,2207.0,2218.0,2218.0,2108.0,2100.0,2046.0,2146.0,2236.0,1874.0,1529.0,783,x,POINT (-73.97612699999999 40.62532199999988)
bk030,Avenue J,Q,1,36047,40.625039,-73.960803,1973706.0,2031548.0,1886881.0,2059453.0,2085557.0,1807574.0,1867576.0,1850087.0,1848674.0,1867727.0,1912497,6335.0,6506.0,6237.0,6742.0,6860.0,5974.0,6036.0,6060.0,6009.0,6136.0,6154,6568.0,6704.0,5372.0,6220.0,6234.0,5679.0,5994.0,5528.0,5782.0,5524.0,6327,,POINT (-73.96080299999998 40.62503899999985)
bk031,Avenue M,Q,1,36047,40.617618,-73.959399,1751074.0,1851760.0,1661369.0,1351418.0,1345774.0,1608901.0,1730576.0,1731955.0,1733583.0,1776762.0,1828941,5858.0,6188.0,5713.0,4628.0,4632.0,5544.0,5836.0,5903.0,5869.0,6052.0,6094,4725.0,4911.0,3706.0,3163.0,3032.0,4030.0,4429.0,4111.0,4345.0,4246.0,5091,x,POINT (-73.95939899999999 40.61761799999988)
bk032,Avenue N,F,1,36047,40.61514,-73.974197,1051230.0,1067437.0,999622.0,1016781.0,1049752.0,1012534.0,1044429.0,1050916.0,1027713.0,941921.0,643200,3433.0,3493.0,3282.0,3377.0,3458.0,3390.0,3411.0,3419.0,3410.0,3187.0,2217,3233.0,3180.0,2962.0,2841.0,3124.0,2983.0,3202.0,3282.0,2888.0,2320.0,1417,x,POINT (-73.974197 40.61513999999988)
bk033,Avenue P,F,1,36047,40.608944,-73.973022,892585.0,900117.0,830813.0,829508.0,836317.0,825620.0,861095.0,864424.0,858733.0,809816.0,534727,2828.0,2859.0,2648.0,2667.0,2696.0,2705.0,2757.0,2767.0,2804.0,2688.0,1821,3150.0,3080.0,2835.0,2729.0,2768.0,2703.0,2899.0,2909.0,2628.0,2244.0,1290,x,POINT (-73.973022 40.60894399999987)
bk034,Avenue U,F,1,36047,40.596063,-73.973357,676788.0,678084.0,673170.0,723222.0,696998.0,707595.0,717486.0,699414.0,716715.0,772331.0,373322,2147.0,2153.0,2142.0,2331.0,2229.0,2302.0,2296.0,2215.0,2439.0,2578.0,1276,2392.0,2334.0,2336.0,2377.0,2407.0,2408.0,2429.0,2483.0,1715.0,2080.0,875,x,POINT (-73.97335699999998 40.59606299999987)
bk035,Avenue U,N,1,36047,40.597473,-73.979137,984530.0,1116116.0,1255861.0,1263986.0,1244178.0,1297870.0,1211062.0,1251276.0,1253349.0,456533.0,734714,3197.0,3537.0,3871.0,3872.0,3804.0,3980.0,3738.0,3857.0,3894.0,1399.0,2285,3100.0,3858.0,4940.0,5125.0,5132.0,5533.0,4745.0,4915.0,4767.0,1795.0,2803,x,POINT (-73.97913699999999 40.59747299999986)
bk036,Avenue U,Q,1,36047,40.5993,-73.955929,2271140.0,2312053.0,1829675.0,1325173.0,2136714.0,2071874.0,2176073.0,2175035.0,2231577.0,2332985.0,2360833,7010.0,7173.0,5875.0,4101.0,6816.0,6694.0,6821.0,6922.0,6975.0,7384.0,7391,8915.0,8740.0,6061.0,5024.0,7398.0,7233.0,8015.0,7500.0,8322.0,8188.0,8804,x,POINT (-73.95592899999998 40.59929999999986)
bk037,Avenue X,F,1,36047,40.58962,-73.97425,886355.0,877399.0,833930.0,843207.0,854737.0,860597.0,908520.0,892170.0,589962.0,727220.0,738274,2896.0,2857.0,2736.0,2789.0,2810.0,2877.0,2972.0,2859.0,1928.0,2424.0,2508,2736.0,2698.0,2507.0,2442.0,2598.0,2589.0,2783.0,2999.0,1817.0,1988.0,1822,x,POINT (-73.97424999999998 40.58961999999987)
bk038,Bay 50 St,D,1,36047,40.588841,-73.983765,873104.0,871867.0,941332.0,969133.0,920243.0,777836.0,847843.0,884302.0,872953.0,972937.0,900508,2856.0,2820.0,3170.0,3260.0,3117.0,2632.0,2793.0,2875.0,2872.0,3176.0,2926,2688.0,2767.0,2451.0,2546.0,2333.0,2168.0,2492.0,2784.0,2575.0,2960.0,2854,,POINT (-73.98376499999999 40.5888409999999)
bk039,Bay Pkwy,D,1,36047,40.601875,-73.993728,2145203.0,2241011.0,2088844.0,2107643.0,2018400.0,2038864.0,2298420.0,2362284.0,2368617.0,2578524.0,2502105,6674.0,6979.0,6673.0,6753.0,6594.0,6726.0,7111.0,7322.0,7501.0,8069.0,7837,8190.0,8373.0,7071.0,7037.0,6154.0,6444.0,8927.0,9097.0,8350.0,9471.0,9306,,POINT (-73.993728 40.60187499999987)
bk040,Bay Pkwy,F,1,36047,40.620769,-73.975264,448356.0,441249.0,417087.0,427277.0,434564.0,464906.0,487308.0,478322.0,460536.0,406793.0,214153,1427.0,1414.0,1336.0,1386.0,1398.0,1526.0,1575.0,1516.0,1491.0,1329.0,729,1565.0,1462.0,1405.0,1369.0,1465.0,1518.0,1578.0,1690.0,1476.0,1232.0,522,x,POINT (-73.97526399999998 40.6207689999999)
bk041,Bay Pkwy,N,1,36047,40.611815,-73.981848,1725387.0,1940220.0,2090204.0,2107881.0,2160569.0,2221968.0,2243082.0,2342792.0,2298369.0,3435240.0,2950253,5623.0,6180.0,6494.0,6497.0,6703.0,6892.0,6990.0,7301.0,7164.0,10955.0,9328,5340.0,6562.0,7974.0,8315.0,8443.0,9107.0,8457.0,8808.0,8609.0,11631.0,10537,,POINT (-73.98184799999999 40.61181499999987)
bk042,Bay Ridge Av,R,1,36047,40.634967,-74.023377,2438750.0,2549155.0,2505035.0,2483394.0,2538150.0,2522369.0,2525470.0,2597559.0,2623309.0,2622438.0,1282256,7830.0,8215.0,8092.0,8119.0,8240.0,8206.0,8079.0,8283.0,8379.0,8415.0,4173,8200.0,8246.0,8154.0,7615.0,8183.0,8618.0,8590.0,8967.0,9001.0,8719.0,4005,x,POINT (-74.02337699999998 40.63496699999986)
bk043,Bay Ridge-95 St,R,1,36047,40.616622,-74.030876,1679876.0,1732989.0,1700946.0,1719577.0,1769432.0,1809829.0,1830193.0,1858200.0,1865038.0,1853049.0,1755379,5535.0,5722.0,5617.0,5715.0,5848.0,5996.0,5974.0,6051.0,6101.0,6090.0,5969,4994.0,4969.0,4963.0,4852.0,5227.0,5700.0,5692.0,5837.0,5730.0,5510.0,4361,,POINT (-74.03087599999999 40.61662199999987)
bk044,Bedford Av,L,1,36047,40.717304,-73.956872,5766688.0,6504331.0,6761478.0,7418203.0,7738863.0,8342397.0,9214395.0,9892516.0,9388289.0,9688560.0,9644831,16857.0,18887.0,19550.0,21149.0,22520.0,23825.0,25755.0,27224.0,27132.0,27486.0,27783,27252.0,30960.0,32958.0,38038.0,37721.0,43891.0,49553.0,54863.0,45740.0,49479.0,48007,,POINT (-73.95687199999999 40.71730399999988)
bk045,Bedford-Nostrand Avs,G,1,36047,40.689627,-73.953522,1660873.0,1820311.0,1876400.0,1895163.0,2012606.0,2138852.0,2348998.0,2513681.0,2634066.0,2697942.0,2779124,5312.0,5832.0,5928.0,6040.0,6348.0,6755.0,7300.0,7778.0,8197.0,8487.0,8741,5669.0,6033.0,6726.0,6597.0,7397.0,8239.0,9008.0,9798.0,10057.0,9815.0,10274,,POINT (-73.95352200000001 40.68962699999989)
bk046,Bergen St,2 3,1,36047,40.680829,-73.975098,1207019.0,1236037.0,1238795.0,1265510.0,1326721.0,1397036.0,1296199.0,1236513.0,1210571.0,1231084.0,1180684,3946.0,4033.0,4015.0,4127.0,4344.0,4472.0,4070.0,3923.0,3823.0,3884.0,3853,3726.0,3772.0,3982.0,3964.0,4154.0,5126.0,4825.0,4381.0,4384.0,4433.0,3729,,POINT (-73.975098 40.68082899999988)
bk047,Bergen St,F G,1,36047,40.686145,-73.990862,3126241.0,3169916.0,3228987.0,3296466.0,3452452.0,3529174.0,3650848.0,3711317.0,3708300.0,3599389.0,3525144,9896.0,10038.0,10154.0,10578.0,11048.0,11370.0,11562.0,11570.0,11548.0,11529.0,11306,11180.0,11141.0,11862.0,11129.0,11969.0,12573.0,13031.0,14118.0,14243.0,12161.0,12047,,POINT (-73.99086200000001 40.68614499999989)
bk048,Beverley Rd,Q,1,36047,40.644031,-73.964492,900828.0,917474.0,889066.0,1070872.0,1095502.0,950243.0,737652.0,838970.0,899663.0,953903.0,1038252,2829.0,2875.0,2933.0,3436.0,3567.0,3096.0,2340.0,2690.0,2894.0,3059.0,3267,3298.0,3330.0,2552.0,3584.0,3453.0,3198.0,2561.0,2787.0,2967.0,3183.0,3811,x,POINT (-73.96449199999999 40.64403099999988)
bk049,Beverly Rd,2 5,1,36047,40.645098,-73.948959,1244565.0,1271764.0,1219695.0,1231592.0,1276466.0,1274789.0,1364573.0,1360719.0,1392643.0,1379958.0,1348244,4044.0,4121.0,3975.0,3972.0,4146.0,4199.0,4375.0,4447.0,4457.0,4464.0,4384,3894.0,3959.0,3739.0,3976.0,4047.0,4061.0,4569.0,4176.0,4699.0,4376.0,4268,,POINT (-73.94895899999999 40.64509799999987)
bk050,Brighton Beach,B Q,1,36047,40.577621,-73.961376,3895150.0,4125373.0,3997205.0,3995043.0,3842789.0,3781554.0,3810743.0,3872092.0,4014831.0,4044514.0,3957811,12312.0,13064.0,12848.0,12770.0,12421.0,12376.0,12185.0,12498.0,12794.0,13035.0,12587,13933.0,14309.0,13107.0,13301.0,12484.0,12461.0,12912.0,12524.0,13763.0,13137.0,13830,,POINT (-73.96137599999999 40.57762099999987)
bk051,Broadway,G,1,36047,40.706092,-73.950308,1006749.0,1032689.0,1047629.0,941243.0,995856.0,1023397.0,1071877.0,1124407.0,1313362.0,1397227.0,1385797,3242.0,3352.0,3347.0,3217.0,3186.0,3272.0,3368.0,3500.0,4011.0,4340.0,4452,3316.0,3207.0,3566.0,2226.0,3430.0,3737.0,3905.0,4261.0,5368.0,5292.0,4592,,POINT (-73.95030799999999 40.70609199999988)
bk052,Broadway Junction,A C J L Z,3,36047,40.678334,-73.905316,2907085.0,2937794.0,2846582.0,2767838.0,2810713.0,2862830.0,2948156.0,3018656.0,3133658.0,3085401.0,2911532,8731.0,8913.0,8528.0,8412.0,8441.0,8790.0,8863.0,9149.0,9251.0,9189.0,8681,12641.0,12136.0,12460.0,11439.0,12382.0,12206.0,12707.0,12553.0,14361.0,13638.0,12960,,POINT (-73.90531599999998 40.67833399999985)
bk053,Bushwick Av-Aberdeen St,L,1,36047,40.682829,-73.905249,315597.0,366270.0,365349.0,398834.0,405385.0,427032.0,490042.0,563577.0,598393.0,672880.0,682086,1022.0,1150.0,1143.0,1246.0,1322.0,1371.0,1509.0,1683.0,1874.0,2105.0,2112,1011.0,1316.0,1352.0,1492.0,1266.0,1533.0,1945.0,2477.0,2198.0,2470.0,2683,,POINT (-73.90524899999998 40.68282899999987)
bk054,Canarsie-Rockaway Pkwy,L,1,36047,40.646654,-73.90185,3601731.0,3773940.0,3660047.0,3806903.0,3865823.0,3920243.0,4062690.0,4175970.0,4024313.0,3897784.0,3828628,12224.0,12671.0,12282.0,12504.0,12817.0,13039.0,13254.0,13512.0,13481.0,13131.0,12661,8965.0,9768.0,9664.0,11437.0,11142.0,12063.0,12617.0,13478.0,10709.0,9961.0,11231,,POINT (-73.90184999999998 40.64665399999988)
bk055,Carroll St,F G,1,36047,40.680303,-73.995048,3059642.0,3089357.0,2995068.0,3025719.0,3598477.0,3961111.0,3782675.0,3616947.0,3672702.0,3563150.0,3537661,9930.0,10051.0,9786.0,10002.0,11906.0,13193.0,12339.0,11744.0,11923.0,11848.0,11723,9815.0,9601.0,9261.0,8877.0,10628.0,12155.0,11838.0,11587.0,11821.0,10034.0,10389,,POINT (-73.99504799999998 40.6803029999999)
bk056,Central Av,M,1,36047,40.697857,-73.927397,620228.0,684847.0,747651.0,760657.0,890194.0,992142.0,505757.0,970531.0,1141731.0,1158274.0,539681,2012.0,2202.0,2347.0,2548.0,2903.0,3445.0,1744.0,3282.0,3715.0,3884.0,1929,1956.0,2216.0,2731.0,1982.0,2805.0,2387.0,1082.0,2472.0,3596.0,3080.0,845,x,POINT (-73.92739699999998 40.69785699999986)
bk057,Chauncey St,J Z,1,36047,40.682893,-73.910456,771353.0,822076.0,847239.0,898984.0,966989.0,964735.0,938803.0,959091.0,1045698.0,1092483.0,1095638,2395.0,2571.0,2646.0,2789.0,2984.0,3037.0,2967.0,3050.0,3200.0,3360.0,3408,2957.0,3005.0,3158.0,3438.0,3853.0,3751.0,3323.0,3345.0,4231.0,4309.0,4194,,POINT (-73.91045599999998 40.68289299999988)
bk058,Church Av,2 5,1,36047,40.650843,-73.949575,2921895.0,2949285.0,2872287.0,2994162.0,3057877.0,2987887.0,3059215.0,3020066.0,3070551.0,3027658.0,2916680,9470.0,9539.0,9367.0,9691.0,9929.0,9851.0,9794.0,9852.0,9864.0,9808.0,9512,9323.0,9273.0,8837.0,9565.0,9791.0,9543.0,10381.0,9375.0,10219.0,9569.0,9141,,POINT (-73.94957499999998 40.65084299999989)
bk059,Church Av,B Q,1,36047,40.650527,-73.962982,4875322.0,5173847.0,4966209.0,4654613.0,4665059.0,4982615.0,5603898.0,5482093.0,5707573.0,5438775.0,5455527,15392.0,16295.0,15769.0,14696.0,14876.0,16042.0,17638.0,17473.0,17811.0,17482.0,17186,17527.0,18434.0,17295.0,16647.0,16205.0,17733.0,20399.0,18797.0,21472.0,18017.0,19961,,POINT (-73.962982 40.65052699999987)
bk060,Church Av,F G,1,36047,40.644041,-73.979678,2941806.0,2965803.0,2908011.0,2968167.0,3271729.0,3081142.0,3193844.0,3201585.0,3353795.0,3315387.0,3148411,9209.0,9305.0,9174.0,9429.0,10463.0,9985.0,9984.0,9954.0,10490.0,10151.0,9697,10938.0,10737.0,10423.0,10332.0,11251.0,10593.0,11927.0,12224.0,12511.0,13332.0,12592,,POINT (-73.97967799999999 40.64404099999988)
bk061,Clark St,2 3,1,36047,40.697466,-73.993086,1592264.0,1627465.0,1706174.0,1711829.0,1754204.0,1855650.0,1972314.0,2018876.0,1997148.0,2000024.0,1631139,5040.0,5221.0,5269.0,5406.0,5596.0,5760.0,5971.0,6083.0,5922.0,5903.0,5635,5666.0,5286.0,6712.0,6168.0,6134.0,7615.0,8326.0,8599.0,9018.0,9083.0,3708,,POINT (-73.99308599999999 40.69746599999988)
bk062,Classon Av,G,1,36047,40.688873,-73.96007,1102407.0,1145468.0,1186685.0,1207680.0,1308232.0,1355886.0,1432872.0,1477256.0,1604508.0,1581663.0,1585121,3572.0,3713.0,3760.0,3935.0,4170.0,4288.0,4490.0,4601.0,4966.0,4996.0,5106,3528.0,3584.0,4201.0,3787.0,4597.0,5178.0,5308.0,5606.0,6265.0,5645.0,5290,,POINT (-73.96006999999999 40.68887299999989)
bk063,Cleveland St,J,1,36047,40.679947,-73.884639,818018.0,937050.0,951023.0,970732.0,1002848.0,1029708.0,1050261.0,1107397.0,1120403.0,1104683.0,1011734,2592.0,2943.0,3013.0,3080.0,3148.0,3271.0,3328.0,3467.0,3514.0,3483.0,3270,2883.0,3369.0,3329.0,3429.0,3724.0,3856.0,3699.0,4104.0,4119.0,3945.0,3296,,POINT (-73.88463899999999 40.67994699999988)
bk064,Clinton-Washington Avs,C,1,36047,40.683263,-73.965838,1531187.0,1636635.0,1559809.0,1707500.0,1819542.0,1891559.0,2104035.0,2077312.0,2060200.0,2152345.0,2201880,4902.0,5153.0,5029.0,5404.0,5698.0,6033.0,6642.0,6719.0,6603.0,6932.0,7130,5211.0,5883.0,5098.0,6126.0,6939.0,7056.0,7642.0,6753.0,7011.0,7119.0,7224,,POINT (-73.96583799999999 40.68326299999987)
bk065,Clinton-Washington Avs,G,1,36047,40.688089,-73.966839,1417193.0,1464016.0,1503550.0,1517296.0,1628558.0,1637463.0,1678004.0,1652336.0,1716023.0,1656058.0,1551042,4624.0,4728.0,4736.0,4942.0,5190.0,5183.0,5294.0,5178.0,5364.0,5312.0,5083,4416.0,4711.0,5523.0,4861.0,5790.0,6301.0,6097.0,6170.0,6501.0,5585.0,4806,,POINT (-73.96683899999999 40.68808899999988)
bk066,Coney Island-Stillwell Av,D F N Q,1,36047,40.577422,-73.981233,4258403.0,4482958.0,4378886.0,4768416.0,4649438.0,4733106.0,4690794.0,4980140.0,5132083.0,5025598.0,4803755,11737.0,12488.0,12240.0,13079.0,13254.0,13474.0,13177.0,13734.0,14073.0,14098.0,13542,22541.0,22689.0,21874.0,24780.0,22652.0,23981.0,23726.0,26733.0,27415.0,25961.0,24556,,POINT (-73.98123299999999 40.57742199999986)
bk067,Cortelyou Rd,Q,1,36047,40.640927,-73.963891,1883312.0,1985030.0,1879021.0,2086918.0,2135444.0,1992781.0,1700177.0,1806758.0,1961144.0,1978254.0,2028859,5870.0,6171.0,6088.0,6578.0,6812.0,6379.0,5318.0,5727.0,6220.0,6332.0,6348,7130.0,7447.0,5933.0,7522.0,7409.0,7241.0,6294.0,6328.0,6892.0,6666.0,7610,x,POINT (-73.96389099999999 40.64092699999989)
bk068,Court St /Borough Hall,R 2 3 4 5,3,36047,40.692404,-73.990151,10147974.0,10698228.0,10788326.0,11134599.0,11115037.0,10988473.0,11291705.0,11474717.0,11360058.0,11080334.0,10693598,35069.0,36639.0,37057.0,38057.0,38026.0,38088.0,38428.0,38944.0,38559.0,38089.0,36762,22672.0,24714.0,25165.0,27388.0,27191.0,27299.0,28081.0,28947.0,28593.0,25365.0,25259,x,POINT (-73.99015099999998 40.69240399999986)
bk069,Crescent St,J Z,1,36047,40.683194,-73.873785,1277248.0,1436424.0,1400697.0,1464238.0,1514075.0,1504645.0,1509290.0,1583134.0,1626727.0,1617730.0,1570485,3973.0,4429.0,4428.0,4551.0,4667.0,4635.0,4683.0,4925.0,5073.0,5053.0,4842,4878.0,5584.0,4961.0,5637.0,6065.0,6335.0,5804.0,6020.0,6122.0,5999.0,6243,,POINT (-73.87378499999998 40.68319399999989)
bk070,Crown Heights-Utica Av,3 4,1,36047,40.668897,-73.932942,8303467.0,8573661.0,8330192.0,8498343.0,8438284.0,8469613.0,8534705.0,8690082.0,8965908.0,9051970.0,8954499,27087.0,27945.0,27231.0,27476.0,27368.0,27549.0,27780.0,28287.0,28146.0,29069.0,28980,25763.0,26087.0,25653.0,27428.0,27187.0,28918.0,26704.0,27343.0,33065.0,29939.0,29038,,POINT (-73.93294199999998 40.66889699999987)
bk071,Cypress Hills,J,1,36047,40.689941,-73.87255,425388.0,429277.0,427322.0,419062.0,435446.0,411495.0,432557.0,450480.0,452936.0,462143.0,435855,1408.0,1393.0,1379.0,1398.0,1434.0,1391.0,1431.0,1444.0,1456.0,1501.0,1501,1215.0,1333.0,1392.0,1148.0,1297.0,1148.0,1236.0,1517.0,1503.0,1447.0,973,,POINT (-73.87254999999999 40.68994099999988)
bk072,DeKalb Av,B Q R,1,36047,40.690635,-73.981824,4843313.0,5043274.0,5014623.0,5079961.0,5122803.0,5222096.0,5223608.0,5288037.0,5373388.0,5640329.0,6551184,16068.0,16724.0,16835.0,16905.0,17180.0,17791.0,17318.0,17350.0,17889.0,18774.0,21230,13983.0,14257.0,13485.0,14501.0,14066.0,14327.0,15046.0,16016.0,15096.0,15729.0,21434,,POINT (-73.98182399999999 40.69063499999985)
bk073,DeKalb Av,L,1,36047,40.703811,-73.918425,3024645.0,3329950.0,3110345.0,3343666.0,3382468.0,3495896.0,3712102.0,3924836.0,3938538.0,4017076.0,4171610,9743.0,10374.0,10066.0,10451.0,10829.0,11004.0,11617.0,11943.0,12158.0,12307.0,13050,9900.0,12417.0,9876.0,12591.0,11531.0,13534.0,13823.0,16197.0,15430.0,16098.0,15805,,POINT (-73.91842499999998 40.70381099999987)
bk074,Ditmas Av,F,1,36047,40.636119,-73.978172,1484299.0,1478231.0,1398512.0,1377549.0,1392790.0,1404811.0,1455737.0,1437835.0,1033946.0,1055185.0,1137998,4745.0,4728.0,4496.0,4471.0,4554.0,4669.0,4676.0,4622.0,3386.0,3524.0,3849,5020.0,4890.0,4582.0,4327.0,4265.0,4260.0,4813.0,4728.0,3113.0,2789.0,2851,x,POINT (-73.97817199999999 40.63611899999987)
bk075,East 105 St,L,1,36047,40.650573,-73.899485,933164.0,1017671.0,1014253.0,1065469.0,1101683.0,1110433.0,1161688.0,1197125.0,1187844.0,1201578.0,1201452,3142.0,3414.0,3407.0,3525.0,3684.0,3727.0,3818.0,3911.0,4002.0,4070.0,3999,2432.0,2640.0,2657.0,3069.0,3022.0,3256.0,3466.0,3679.0,3041.0,2961.0,3393,,POINT (-73.89948499999998 40.65057299999988)
bk076,Eastern Pkwy-Brooklyn Museum,2 3,1,36047,40.671987,-73.964375,1564980.0,1602404.0,1557736.0,1590190.0,1568924.0,1578613.0,1674856.0,1665524.0,1676659.0,1585048.0,1530635,4696.0,4842.0,4754.0,4813.0,4835.0,4795.0,4938.0,4889.0,4915.0,4719.0,4592,6882.0,6782.0,6363.0,6823.0,6398.0,7038.0,7794.0,7835.0,7943.0,7107.0,6810,,POINT (-73.96437499999999 40.67198699999987)
bk077,Euclid Av,A C,1,36047,40.675377,-73.872106,2866128.0,2995164.0,2888392.0,3004395.0,3100867.0,3115445.0,3323235.0,3315007.0,3509500.0,3458027.0,3415739,9368.0,9722.0,9435.0,9750.0,10037.0,10169.0,10418.0,10652.0,11014.0,10870.0,10751,8810.0,9325.0,8836.0,9545.0,10104.0,10455.0,12329.0,11016.0,12954.0,12563.0,12594,,POINT (-73.87210599999999 40.67537699999986)
bk078,Flatbush Av-Brooklyn College,2 5,1,36047,40.632836,-73.947642,5849991.0,6035079.0,5951280.0,6335954.0,6547958.0,6384496.0,6562226.0,6447908.0,6487608.0,6321530.0,6107780,19825.0,20338.0,20159.0,21355.0,22168.0,21942.0,21941.0,21865.0,21666.0,21268.0,20691,14746.0,15340.0,14955.0,16513.0,16775.0,16452.0,17982.0,16274.0,17805.0,16443.0,15653,,POINT (-73.94764199999999 40.63283599999989)
bk079,Flushing Av,G,1,36047,40.700377,-73.950234,596342.0,599449.0,582662.0,553739.0,616083.0,655317.0,728668.0,808421.0,866803.0,877269.0,849840,1961.0,1974.0,1900.0,1930.0,2032.0,2157.0,2373.0,2627.0,2819.0,2857.0,2866,1757.0,1717.0,1792.0,1135.0,1810.0,2091.0,2256.0,2529.0,2716.0,2700.0,2182,,POINT (-73.95023399999999 40.70037699999986)
bk080,Flushing Av,J M,1,36047,40.70026,-73.941126,2189891.0,2359615.0,2472600.0,2610974.0,2683278.0,2776360.0,2869903.0,2847691.0,2991074.0,2894033.0,2764583,6803.0,7378.0,7765.0,8243.0,8477.0,8963.0,9165.0,9258.0,9483.0,9347.0,8952,8412.0,8661.0,9050.0,9359.0,9773.0,9803.0,9788.0,9012.0,10573.0,9328.0,8914,,POINT (-73.94112599999998 40.70025999999986)
bk081,Fort Hamilton Pkwy,D,1,36047,40.640914,-73.994304,1148030.0,1188918.0,1159841.0,1154051.0,1103024.0,1025285.0,1240644.0,1317172.0,1297755.0,1349733.0,1273516,3685.0,3809.0,3783.0,3772.0,3640.0,3403.0,3984.0,4248.0,4260.0,4420.0,4162,3808.0,3907.0,3538.0,3489.0,3206.0,3145.0,4101.0,4258.0,3832.0,4002.0,3884,,POINT (-73.99430399999999 40.64091399999987)
bk082,Fort Hamilton Pkwy,F G,1,36047,40.650782,-73.975776,1419753.0,1474745.0,1468106.0,1509737.0,1292131.0,1538039.0,1688093.0,1729381.0,1792239.0,1845401.0,1786458,4625.0,4805.0,4816.0,4967.0,4268.0,5092.0,5531.0,5650.0,5783.0,6044.0,5893,4455.0,4527.0,4427.0,4500.0,3809.0,4843.0,5153.0,5345.0,5908.0,5608.0,5347,x,POINT (-73.97577599999998 40.65078199999987)
bk083,Fort Hamilton Pkwy,N,1,36047,40.631386,-74.005351,1839810.0,1979256.0,1994402.0,2045741.0,2086389.0,2105486.0,2200487.0,2278120.0,2164028.0,554051.0,988664,5997.0,6399.0,6407.0,6508.0,6715.0,6786.0,7034.0,7244.0,6964.0,1771.0,3196,5714.0,6263.0,6604.0,7114.0,6942.0,7419.0,7454.0,7885.0,7072.0,1809.0,3201,x,POINT (-74.00535099999999 40.63138599999989)
